Training History
Val_PSNR: 32.4108
Val_SSIM: 0.892781

Epoch 233:
G_Loss: 0.019720
D_Loss: 2.000000
Val_PSNR: 32.3827
Val_SSIM: 0.893053

Epoch 234:
G_Loss: 0.019709
D_Loss: 2.000000
Val_PSNR: 32.3778
Val_SSIM: 0.892990

Epoch 235:
G_Loss: 0.019706
D_Loss: 2.000000
Val_PSNR: 32.4085
Val_SSIM: 0.892439

Epoch 236:
G_Loss: 0.019712
D_Loss: 2.000000
Val_PSNR: 32.4197
Val_SSIM: 0.892240

Epoch 237:
G_Loss: 0.019698
D_Loss: 2.000000
Val_PSNR: 32.4281
Val_SSIM: 0.896297

Epoch 238:
G_Loss: 0.019697
D_Loss: 2.000000
Val_PSNR: 32.4081
Val_SSIM: 0.894724

Epoch 239:
G_Loss: 0.019696
D_Loss: 2.000000
Val_PSNR: 32.4187
Val_SSIM: 0.896167

Epoch 240:
G_Loss: 0.019698
D_Loss: 2.000000
Val_PSNR: 32.3804
Val_SSIM: 0.895841

Epoch 241:
G_Loss: 0.019698
D_Loss: 2.000000
Val_PSNR: 32.4193
Val_SSIM: 0.892634

Epoch 242:
G_Loss: 0.019687
D_Loss: 2.000000
Val_PSNR: 32.3906
Val_SSIM: 0.894913

Epoch 243:
G_Loss: 0.019685
D_Loss: 2.000000
Val_PSNR: 32.4142
Val_SSIM: 0.895845

Epoch 244:
G_Loss: 0.019691
D_Loss: 2.000000
Val_PSNR: 32.4086
Val_SSIM: 0.894792

Epoch 245:
G_Loss: 0.019691
D_Loss: 2.000000
Val_PSNR: 32.3853
Val_SSIM: 0.898459

Epoch 246:
G_Loss: 0.019690
D_Loss: 2.000000
Val_PSNR: 32.4360
Val_SSIM: 0.894590

Epoch 247:
G_Loss: 0.019674
D_Loss: 2.000000
Val_PSNR: 32.3924
Val_SSIM: 0.892014

Epoch 248:
G_Loss: 0.019681
D_Loss: 2.000000
Val_PSNR: 32.4544
Val_SSIM: 0.891960

Epoch 249:
G_Loss: 0.019670
D_Loss: 2.000000
Val_PSNR: 32.4135
Val_SSIM: 0.893849

Epoch 250:
G_Loss: 0.019676
D_Loss: 2.000000
Val_PSNR: 32.4336
Val_SSIM: 0.896157

Epoch 251:
G_Loss: 0.019666
D_Loss: 2.000000
Val_PSNR: 32.4482
Val_SSIM: 0.893843

Epoch 252:
G_Loss: 0.019667
D_Loss: 2.000000
Val_PSNR: 32.4431
Val_SSIM: 0.892426

Epoch 253:
G_Loss: 0.019661
D_Loss: 2.000000
Val_PSNR: 32.4313
Val_SSIM: 0.894281

Epoch 254:
G_Loss: 0.019652
D_Loss: 2.000000
Val_PSNR: 32.4418
Val_SSIM: 0.894463

Epoch 255:
G_Loss: 0.019650
D_Loss: 2.000000
Val_PSNR: 32.4524
Val_SSIM: 0.894218

Epoch 256:
G_Loss: 0.019677
D_Loss: 2.000000
Val_PSNR: 32.4435
Val_SSIM: 0.893668

Epoch 257:
G_Loss: 0.019643
D_Loss: 2.000000
Val_PSNR: 32.4392
Val_SSIM: 0.894052

Epoch 258:
G_Loss: 0.019650
D_Loss: 2.000000
Val_PSNR: 32.4540
Val_SSIM: 0.895978

Epoch 259:
G_Loss: 0.019649
D_Loss: 2.000000
Val_PSNR: 32.4486
Val_SSIM: 0.895089

Epoch 260:
G_Loss: 0.019640
D_Loss: 2.000000
Val_PSNR: 32.4456
Val_SSIM: 0.894380

Epoch 261:
G_Loss: 0.019645
D_Loss: 2.000000
Val_PSNR: 32.4154
Val_SSIM: 0.894221

Epoch 262:
G_Loss: 0.019637
D_Loss: 2.000000
Val_PSNR: 32.4402
Val_SSIM: 0.896368

Epoch 263:
G_Loss: 0.019637
D_Loss: 2.000000
Val_PSNR: 32.4586
Val_SSIM: 0.894915

Epoch 264:
G_Loss: 0.019641
D_Loss: 2.000000
Val_PSNR: 32.4408
Val_SSIM: 0.893208

Epoch 265:
G_Loss: 0.019634
D_Loss: 2.000000
Val_PSNR: 32.4256
Val_SSIM: 0.896144

Epoch 266:
G_Loss: 0.019637
D_Loss: 2.000000
Val_PSNR: 32.4535
Val_SSIM: 0.894807

Epoch 267:
G_Loss: 0.019608
D_Loss: 2.000000
Val_PSNR: 32.4564
Val_SSIM: 0.893266

Epoch 268:
G_Loss: 0.019606
D_Loss: 2.000000
Val_PSNR: 32.4595
Val_SSIM: 0.894416

Epoch 269:
G_Loss: 0.019607
D_Loss: 2.000000
Val_PSNR: 32.4536
Val_SSIM: 0.892889

Epoch 270:
G_Loss: 0.019604
D_Loss: 2.000000
Val_PSNR: 32.4084
Val_SSIM: 0.892986

Epoch 271:
G_Loss: 0.019601
D_Loss: 2.000000
Val_PSNR: 32.4255
Val_SSIM: 0.894820

Epoch 272:
G_Loss: 0.019602
D_Loss: 2.000000
Val_PSNR: 32.4533
Val_SSIM: 0.896477

Epoch 273:
G_Loss: 0.019596
D_Loss: 2.000000
Val_PSNR: 32.4689
Val_SSIM: 0.894027

Epoch 274:
G_Loss: 0.019599
D_Loss: 2.000000
Val_PSNR: 32.4447
Val_SSIM: 0.894801

Epoch 275:
G_Loss: 0.019597
D_Loss: 2.000000
Val_PSNR: 32.4751
Val_SSIM: 0.894792

Epoch 276:
G_Loss: 0.019596
D_Loss: 2.000000
Val_PSNR: 32.4544
Val_SSIM: 0.895061

Epoch 277:
G_Loss: 0.019596
D_Loss: 2.000000
Val_PSNR: 32.4651
Val_SSIM: 0.893058

Epoch 278:
G_Loss: 0.019592
D_Loss: 2.000000
Val_PSNR: 32.4590
Val_SSIM: 0.892267

Epoch 279:
G_Loss: 0.019587
D_Loss: 2.000000
Val_PSNR: 32.4516
Val_SSIM: 0.894771

Epoch 280:
G_Loss: 0.019586
D_Loss: 2.000000
Val_PSNR: 32.4634
Val_SSIM: 0.895653

Epoch 281:
G_Loss: 0.019583
D_Loss: 2.000000
Val_PSNR: 32.4725
Val_SSIM: 0.893221

Epoch 282:
G_Loss: 0.019589
D_Loss: 2.000000
Val_PSNR: 32.4604
Val_SSIM: 0.895534

Epoch 283:
G_Loss: 0.019587
D_Loss: 2.000000
Val_PSNR: 32.4646
Val_SSIM: 0.894232

Epoch 284:
G_Loss: 0.019583
D_Loss: 2.000000
Val_PSNR: 32.4698
Val_SSIM: 0.893938

Epoch 285:
G_Loss: 0.019584
D_Loss: 2.000000
Val_PSNR: 32.4728
Val_SSIM: 0.892743

Epoch 286:
G_Loss: 0.019583
D_Loss: 2.000000
Val_PSNR: 32.4709
Val_SSIM: 0.895585

Epoch 287:
G_Loss: 0.019584
D_Loss: 2.000000
Val_PSNR: 32.4792
Val_SSIM: 0.894772

Epoch 288:
G_Loss: 0.019567
D_Loss: 2.000000
Val_PSNR: 32.4877
Val_SSIM: 0.893602

Epoch 289:
G_Loss: 0.019566
D_Loss: 2.000000
Val_PSNR: 32.4798
Val_SSIM: 0.893206

Epoch 290:
G_Loss: 0.019566
D_Loss: 2.000000
Val_PSNR: 32.4771
Val_SSIM: 0.892968

Epoch 291:
G_Loss: 0.019566
D_Loss: 2.000000
Val_PSNR: 32.4881
Val_SSIM: 0.892763

Epoch 292:
G_Loss: 0.019571
D_Loss: 2.000000
Val_PSNR: 32.4811
Val_SSIM: 0.894481

Epoch 293:
G_Loss: 0.019565
D_Loss: 2.000000
Val_PSNR: 32.4749
Val_SSIM: 0.892421

Epoch 294:
G_Loss: 0.019562
D_Loss: 2.000000
Val_PSNR: 32.4808
Val_SSIM: 0.891995

Epoch 295:
G_Loss: 0.019565
D_Loss: 2.000000
Val_PSNR: 32.4875
Val_SSIM: 0.894424

Epoch 296:
G_Loss: 0.019565
D_Loss: 2.000000
Val_PSNR: 32.4835
Val_SSIM: 0.893262

Epoch 297:
G_Loss: 0.019561
D_Loss: 2.000000
Val_PSNR: 32.4912
Val_SSIM: 0.892813

Epoch 298:
G_Loss: 0.019560
D_Loss: 2.000000
Val_PSNR: 32.4880
Val_SSIM: 0.892650

Epoch 299:
G_Loss: 0.019559
D_Loss: 2.000000
Val_PSNR: 32.4845
Val_SSIM: 0.894751

Epoch 300:
G_Loss: 0.019559
D_Loss: 2.000000
Val_PSNR: 32.4909
Val_SSIM: 0.895947

Epoch 301:
G_Loss: 0.019560
D_Loss: 2.000000
Val_PSNR: 32.4679
Val_SSIM: 0.894748

Epoch 302:
G_Loss: 0.019555
D_Loss: 2.000000
Val_PSNR: 32.4875
Val_SSIM: 0.893852

Epoch 303:
G_Loss: 0.019557
D_Loss: 2.000000
Val_PSNR: 32.4882
Val_SSIM: 0.893784

Epoch 304:
G_Loss: 0.019555
D_Loss: 2.000000
Val_PSNR: 32.4881
Val_SSIM: 0.894805

Epoch 305:
G_Loss: 0.019556
D_Loss: 2.000000
Val_PSNR: 32.4802
Val_SSIM: 0.894824

Epoch 306:
G_Loss: 0.019556
D_Loss: 2.000000
Val_PSNR: 32.4810
Val_SSIM: 0.892822

Epoch 307:
G_Loss: 0.019552
D_Loss: 2.000000
Val_PSNR: 32.4957
Val_SSIM: 0.893290

Epoch 308:
G_Loss: 0.019550
D_Loss: 2.000000
Val_PSNR: 32.4847
Val_SSIM: 0.894997

Epoch 309:
G_Loss: 0.019549
D_Loss: 2.000000
Val_PSNR: 32.4912
Val_SSIM: 0.893331

Epoch 310:
G_Loss: 0.019544
D_Loss: 2.000000
Val_PSNR: 32.4767
Val_SSIM: 0.893731

Epoch 311:
G_Loss: 0.019547
D_Loss: 2.000000
Val_PSNR: 32.4891
Val_SSIM: 0.893226

Epoch 312:
G_Loss: 0.019546
D_Loss: 2.000000
Val_PSNR: 32.4989
Val_SSIM: 0.893540

Epoch 313:
G_Loss: 0.019546
D_Loss: 2.000000
Val_PSNR: 32.5002
Val_SSIM: 0.893809

Epoch 314:
G_Loss: 0.019546
D_Loss: 2.000000
Val_PSNR: 32.4891
Val_SSIM: 0.893123

Epoch 315:
G_Loss: 0.019546
D_Loss: 2.000000
Val_PSNR: 32.4936
Val_SSIM: 0.893249

Epoch 316:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.4933
Val_SSIM: 0.895235

Epoch 317:
G_Loss: 0.019544
D_Loss: 2.000000
Val_PSNR: 32.4987
Val_SSIM: 0.894073

Epoch 318:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.4939
Val_SSIM: 0.893277

Epoch 319:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.4969
Val_SSIM: 0.894376

Epoch 320:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.4954
Val_SSIM: 0.893137

Epoch 321:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.4923
Val_SSIM: 0.893284

Epoch 322:
G_Loss: 0.019538
D_Loss: 2.000000
Val_PSNR: 32.4840
Val_SSIM: 0.894192

Epoch 323:
G_Loss: 0.019543
D_Loss: 2.000000
Val_PSNR: 32.5010
Val_SSIM: 0.894889

Epoch 324:
G_Loss: 0.019541
D_Loss: 2.000000
Val_PSNR: 32.4859
Val_SSIM: 0.893101

Epoch 325:
G_Loss: 0.019540
D_Loss: 2.000000
Val_PSNR: 32.5049
Val_SSIM: 0.894256

Epoch 326:
G_Loss: 0.019538
D_Loss: 2.000000
Val_PSNR: 32.4922
Val_SSIM: 0.893739

Epoch 327:
G_Loss: 0.019539
D_Loss: 2.000000
Val_PSNR: 32.4998
Val_SSIM: 0.893298

Epoch 328:
G_Loss: 0.019540
D_Loss: 2.000000
Val_PSNR: 32.5027
Val_SSIM: 0.896017

Epoch 329:
G_Loss: 0.019541
D_Loss: 2.000000
Val_PSNR: 32.4961
Val_SSIM: 0.892935

Epoch 330:
G_Loss: 0.019538
D_Loss: 2.000000
Val_PSNR: 32.5026
Val_SSIM: 0.894403

Epoch 331:
G_Loss: 0.019539
D_Loss: 2.000000
Val_PSNR: 32.4939
Val_SSIM: 0.894839

Epoch 332:
G_Loss: 0.019537
D_Loss: 2.000000
Val_PSNR: 32.4920
Val_SSIM: 0.892330

Epoch 333:
G_Loss: 0.019535
D_Loss: 2.000000
Val_PSNR: 32.4896
Val_SSIM: 0.895351

Epoch 334:
G_Loss: 0.019536
D_Loss: 2.000000
Val_PSNR: 32.5001
Val_SSIM: 0.893119

Epoch 335:
G_Loss: 0.019534
D_Loss: 2.000000
Val_PSNR: 32.4935
Val_SSIM: 0.893960

Epoch 336:
G_Loss: 0.019535
D_Loss: 2.000000
Val_PSNR: 32.4931
Val_SSIM: 0.895710

Epoch 337:
G_Loss: 0.019539
D_Loss: 2.000000
Val_PSNR: 32.4965
Val_SSIM: 0.893637

Epoch 338:
G_Loss: 0.019535
D_Loss: 2.000000
Val_PSNR: 32.5014
Val_SSIM: 0.893261

Epoch 339:
G_Loss: 0.019537
D_Loss: 2.000000
Val_PSNR: 32.5001
Val_SSIM: 0.894413

Epoch 340:
G_Loss: 0.019533
D_Loss: 2.000000
Val_PSNR: 32.5002
Val_SSIM: 0.894064

Epoch 341:
G_Loss: 0.019534
D_Loss: 2.000000
Val_PSNR: 32.4979
Val_SSIM: 0.894874

Epoch 342:
G_Loss: 0.019532
D_Loss: 2.000000
Val_PSNR: 32.4898
Val_SSIM: 0.895335

Epoch 343:
G_Loss: 0.019532
D_Loss: 2.000000
Val_PSNR: 32.4950
Val_SSIM: 0.893084

Epoch 344:
G_Loss: 0.019530
D_Loss: 2.000000
Val_PSNR: 32.4978
Val_SSIM: 0.894002

Epoch 345:
G_Loss: 0.019531
D_Loss: 2.000000
Val_PSNR: 32.4998
Val_SSIM: 0.893712

Epoch 346:
G_Loss: 0.019534
D_Loss: 2.000000
Val_PSNR: 32.4943
Val_SSIM: 0.893536

Epoch 347:
G_Loss: 0.019532
D_Loss: 2.000000
Val_PSNR: 32.5046
Val_SSIM: 0.895458

Epoch 348:
G_Loss: 0.019531
D_Loss: 2.000000
Val_PSNR: 32.5011
Val_SSIM: 0.892945

Epoch 349:
G_Loss: 0.019532
D_Loss: 2.000000
Val_PSNR: 32.5068
Val_SSIM: 0.896050

Epoch 350:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5001
Val_SSIM: 0.895197

Epoch 351:
G_Loss: 0.019532
D_Loss: 2.000000
Val_PSNR: 32.4945
Val_SSIM: 0.894706

Epoch 352:
G_Loss: 0.019531
D_Loss: 2.000000
Val_PSNR: 32.4975
Val_SSIM: 0.892902

Epoch 353:
G_Loss: 0.019533
D_Loss: 2.000000
Val_PSNR: 32.5040
Val_SSIM: 0.896082

Epoch 354:
G_Loss: 0.019530
D_Loss: 2.000000
Val_PSNR: 32.4975
Val_SSIM: 0.892865

Epoch 355:
G_Loss: 0.019531
D_Loss: 2.000000
Val_PSNR: 32.4915
Val_SSIM: 0.893556

Epoch 356:
G_Loss: 0.019530
D_Loss: 2.000000
Val_PSNR: 32.4971
Val_SSIM: 0.894052

Epoch 357:
G_Loss: 0.019531
D_Loss: 2.000000
Val_PSNR: 32.5053
Val_SSIM: 0.895196

Epoch 358:
G_Loss: 0.019528
D_Loss: 2.000000
Val_PSNR: 32.4886
Val_SSIM: 0.894781

Epoch 359:
G_Loss: 0.019529
D_Loss: 2.000000
Val_PSNR: 32.5066
Val_SSIM: 0.894343

Epoch 360:
G_Loss: 0.019530
D_Loss: 2.000000
Val_PSNR: 32.4843
Val_SSIM: 0.894288

Epoch 361:
G_Loss: 0.019526
D_Loss: 2.000000
Val_PSNR: 32.5045
Val_SSIM: 0.893753

Epoch 362:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.4996
Val_SSIM: 0.892643

Epoch 363:
G_Loss: 0.019525
D_Loss: 2.000000
Val_PSNR: 32.5036
Val_SSIM: 0.896412

Epoch 364:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5015
Val_SSIM: 0.894198

Epoch 365:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5072
Val_SSIM: 0.894633

Epoch 366:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5081
Val_SSIM: 0.893789

Epoch 367:
G_Loss: 0.019529
D_Loss: 2.000000
Val_PSNR: 32.4951
Val_SSIM: 0.893353

Epoch 368:
G_Loss: 0.019529
D_Loss: 2.000000
Val_PSNR: 32.5036
Val_SSIM: 0.893994

Epoch 369:
G_Loss: 0.019526
D_Loss: 2.000000
Val_PSNR: 32.4899
Val_SSIM: 0.893757

Epoch 370:
G_Loss: 0.019524
D_Loss: 2.000000
Val_PSNR: 32.5019
Val_SSIM: 0.895086

Epoch 371:
G_Loss: 0.019526
D_Loss: 2.000000
Val_PSNR: 32.5023
Val_SSIM: 0.894243

Epoch 372:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5075
Val_SSIM: 0.893363

Epoch 373:
G_Loss: 0.019526
D_Loss: 2.000000
Val_PSNR: 32.4838
Val_SSIM: 0.894193

Epoch 374:
G_Loss: 0.019524
D_Loss: 2.000000
Val_PSNR: 32.5060
Val_SSIM: 0.895056

Epoch 375:
G_Loss: 0.019526
D_Loss: 2.000000
Val_PSNR: 32.5076
Val_SSIM: 0.895247

Epoch 376:
G_Loss: 0.019527
D_Loss: 2.000000
Val_PSNR: 32.5015
Val_SSIM: 0.894282

Epoch 377:
G_Loss: 0.019524
D_Loss: 2.000000
Val_PSNR: 32.5027
Val_SSIM: 0.895108

Epoch 378:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.5063
Val_SSIM: 0.893357

Epoch 379:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.4963
Val_SSIM: 0.895127

Epoch 380:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.5026
Val_SSIM: 0.896028

Epoch 381:
G_Loss: 0.019523
D_Loss: 2.000000
Val_PSNR: 32.4965
Val_SSIM: 0.894829

Epoch 382:
G_Loss: 0.019523
D_Loss: 2.000000
Val_PSNR: 32.5059
Val_SSIM: 0.895197

Epoch 383:
G_Loss: 0.019525
D_Loss: 2.000000
Val_PSNR: 32.4876
Val_SSIM: 0.893434

Epoch 384:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.5072
Val_SSIM: 0.892973

Epoch 385:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5090
Val_SSIM: 0.895179

Epoch 386:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5048
Val_SSIM: 0.892840

Epoch 387:
G_Loss: 0.019525
D_Loss: 2.000000
Val_PSNR: 32.5122
Val_SSIM: 0.894456

Epoch 388:
G_Loss: 0.019523
D_Loss: 2.000000
Val_PSNR: 32.5029
Val_SSIM: 0.893634

Epoch 389:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.4970
Val_SSIM: 0.893236

Epoch 390:
G_Loss: 0.019518
D_Loss: 2.000000
Val_PSNR: 32.4865
Val_SSIM: 0.893301

Epoch 391:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.5084
Val_SSIM: 0.893236

Epoch 392:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.4912
Val_SSIM: 0.892298

Epoch 393:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.4959
Val_SSIM: 0.893430

Epoch 394:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5017
Val_SSIM: 0.893595

Epoch 395:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.4977
Val_SSIM: 0.893854

Epoch 396:
G_Loss: 0.019518
D_Loss: 2.000000
Val_PSNR: 32.5102
Val_SSIM: 0.894025

Epoch 397:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5026
Val_SSIM: 0.894909

Epoch 398:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.4871
Val_SSIM: 0.895030

Epoch 399:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5023
Val_SSIM: 0.894511

Epoch 400:
G_Loss: 0.019519
D_Loss: 2.000000
Val_PSNR: 32.5076
Val_SSIM: 0.894285

Epoch 401:
G_Loss: 0.019522
D_Loss: 2.000000
Val_PSNR: 32.5024
Val_SSIM: 0.893949

Epoch 402:
G_Loss: 0.019518
D_Loss: 2.000000
Val_PSNR: 32.4999
Val_SSIM: 0.895315

Epoch 403:
G_Loss: 0.019517
D_Loss: 2.000000
Val_PSNR: 32.5062
Val_SSIM: 0.894727

Epoch 404:
G_Loss: 0.019515
D_Loss: 2.000000
Val_PSNR: 32.4948
Val_SSIM: 0.894594

Epoch 405:
G_Loss: 0.019517
D_Loss: 2.000000
Val_PSNR: 32.5019
Val_SSIM: 0.893745

Epoch 406:
G_Loss: 0.019520
D_Loss: 2.000000
Val_PSNR: 32.5007
Val_SSIM: 0.894681

Epoch 407:
G_Loss: 0.019518
D_Loss: 2.000000
Val_PSNR: 32.4946
Val_SSIM: 0.892971

Epoch 408:
G_Loss: 0.019519
D_Loss: 2.000000
Val_PSNR: 32.5039
Val_SSIM: 0.893934

Epoch 409:
G_Loss: 0.019517
D_Loss: 2.000000
Val_PSNR: 32.5083
Val_SSIM: 0.892461

Epoch 410:
G_Loss: 0.019517
D_Loss: 2.000000
Val_PSNR: 32.5085
Val_SSIM: 0.893551

Epoch 411:
G_Loss: 0.019515
D_Loss: 2.000000
Val_PSNR: 32.5036
Val_SSIM: 0.894847

Epoch 412:
G_Loss: 0.019517
D_Loss: 2.000000
Val_PSNR: 32.5085
Val_SSIM: 0.894046

Epoch 413:
G_Loss: 0.019514
D_Loss: 2.000000
Val_PSNR: 32.4976
Val_SSIM: 0.893803

Epoch 414:
G_Loss: 0.019515
D_Loss: 2.000000
Val_PSNR: 32.5140
Val_SSIM: 0.893729

Epoch 415:
G_Loss: 0.019511
D_Loss: 2.000000
Val_PSNR: 32.5091
Val_SSIM: 0.893326

Epoch 416:
G_Loss: 0.019515
D_Loss: 2.000000
Val_PSNR: 32.5115
Val_SSIM: 0.893749

Epoch 417:
G_Loss: 0.019514
D_Loss: 2.000000
Val_PSNR: 32.5075
Val_SSIM: 0.892622

Epoch 418:
G_Loss: 0.019516
D_Loss: 2.000000
Val_PSNR: 32.4980
Val_SSIM: 0.894397

Epoch 419:
G_Loss: 0.019514
D_Loss: 2.000000
Val_PSNR: 32.5047
Val_SSIM: 0.893691

Epoch 420:
G_Loss: 0.019513
D_Loss: 2.000000
Val_PSNR: 32.5027
Val_SSIM: 0.894410

Epoch 421:
G_Loss: 0.019510
D_Loss: 2.000000
Val_PSNR: 32.5146
Val_SSIM: 0.893929

Epoch 422:
G_Loss: 0.019514
D_Loss: 2.000000
Val_PSNR: 32.5003
Val_SSIM: 0.893801

Epoch 423:
G_Loss: 0.019512
D_Loss: 2.000000
Val_PSNR: 32.4992
Val_SSIM: 0.894802

Epoch 424:
G_Loss: 0.019513
D_Loss: 2.000000
Val_PSNR: 32.5072
Val_SSIM: 0.893632

Epoch 425:
G_Loss: 0.019514
D_Loss: 2.000000
Val_PSNR: 32.5034
Val_SSIM: 0.893937

Epoch 426:
G_Loss: 0.019509
D_Loss: 2.000000
Val_PSNR: 32.5120
Val_SSIM: 0.895439

Epoch 427:
G_Loss: 0.019511
D_Loss: 2.000000
Val_PSNR: 32.5070
Val_SSIM: 0.894630

Epoch 428:
G_Loss: 0.019511
D_Loss: 2.000000
Val_PSNR: 32.5118
Val_SSIM: 0.894028

Epoch 429:
G_Loss: 0.019512
D_Loss: 2.000000
Val_PSNR: 32.5030
Val_SSIM: 0.895485

Epoch 430:
G_Loss: 0.019509
D_Loss: 2.000000
Val_PSNR: 32.5096
Val_SSIM: 0.893133

Epoch 431:
G_Loss: 0.019511
D_Loss: 2.000000
Val_PSNR: 32.5104
Val_SSIM: 0.895163

Epoch 432:
G_Loss: 0.019513
D_Loss: 2.000000
Val_PSNR: 32.5080
Val_SSIM: 0.894415

Epoch 433:
G_Loss: 0.019510
D_Loss: 2.000000
Val_PSNR: 32.5111
Val_SSIM: 0.894235

Epoch 434:
G_Loss: 0.019509
D_Loss: 2.000000
Val_PSNR: 32.5092
Val_SSIM: 0.895585

Epoch 435:
G_Loss: 0.019509
D_Loss: 2.000000
Val_PSNR: 32.5114
Val_SSIM: 0.894146

Epoch 436:
G_Loss: 0.019510
D_Loss: 2.000000
Val_PSNR: 32.4921
Val_SSIM: 0.895704

Epoch 437:
G_Loss: 0.019507
D_Loss: 2.000000
Val_PSNR: 32.4952
Val_SSIM: 0.892821

Epoch 438:
G_Loss: 0.019508
D_Loss: 2.000000
Val_PSNR: 32.5067
Val_SSIM: 0.894427

Epoch 439:
G_Loss: 0.019508
D_Loss: 2.000000
Val_PSNR: 32.5071
Val_SSIM: 0.894365

Epoch 440:
G_Loss: 0.019510
D_Loss: 2.000000
Val_PSNR: 32.4876
Val_SSIM: 0.895698

Epoch 441:
G_Loss: 0.019506
D_Loss: 2.000000
Val_PSNR: 32.5126
Val_SSIM: 0.893286

Epoch 442:
G_Loss: 0.019509
D_Loss: 2.000000
Val_PSNR: 32.5103
Val_SSIM: 0.893843

Epoch 443:
G_Loss: 0.019506
D_Loss: 2.000000
Val_PSNR: 32.4773
Val_SSIM: 0.894167

Epoch 444:
G_Loss: 0.019508
D_Loss: 2.000000
Val_PSNR: 32.5079
Val_SSIM: 0.894392

Epoch 445:
G_Loss: 0.019507
D_Loss: 2.000000
Val_PSNR: 32.5060
Val_SSIM: 0.893823

Epoch 446:
G_Loss: 0.019504
D_Loss: 2.000000
Val_PSNR: 32.5007
Val_SSIM: 0.894447

Epoch 447:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5169
Val_SSIM: 0.894096

Epoch 448:
G_Loss: 0.019504
D_Loss: 2.000000
Val_PSNR: 32.4967
Val_SSIM: 0.895067

Epoch 449:
G_Loss: 0.019505
D_Loss: 2.000000
Val_PSNR: 32.5046
Val_SSIM: 0.894025

Epoch 450:
G_Loss: 0.019505
D_Loss: 2.000000
Val_PSNR: 32.5050
Val_SSIM: 0.892021

Epoch 451:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5126
Val_SSIM: 0.895764

Epoch 452:
G_Loss: 0.019507
D_Loss: 2.000000
Val_PSNR: 32.5107
Val_SSIM: 0.894710

Epoch 453:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5066
Val_SSIM: 0.894745

Epoch 454:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5100
Val_SSIM: 0.894978

Epoch 455:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5124
Val_SSIM: 0.893548

Epoch 456:
G_Loss: 0.019505
D_Loss: 2.000000
Val_PSNR: 32.5104
Val_SSIM: 0.894472

Epoch 457:
G_Loss: 0.019504
D_Loss: 2.000000
Val_PSNR: 32.5067
Val_SSIM: 0.892841

Epoch 458:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5096
Val_SSIM: 0.894130

Epoch 459:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5078
Val_SSIM: 0.894284

Epoch 460:
G_Loss: 0.019501
D_Loss: 2.000000
Val_PSNR: 32.5019
Val_SSIM: 0.893474

Epoch 461:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5072
