Training History
Epoch 233:
G_Loss: 0.024309
D_Loss: 2.000000
Val_PSNR: 30.2967
Val_SSIM: 0.842922

Epoch 234:
G_Loss: 0.024296
D_Loss: 2.000000
Val_PSNR: 30.2815
Val_SSIM: 0.840990

Epoch 235:
G_Loss: 0.024292
D_Loss: 2.000000
Val_PSNR: 30.3072
Val_SSIM: 0.843300

Epoch 236:
G_Loss: 0.024294
D_Loss: 2.000000
Val_PSNR: 30.2844
Val_SSIM: 0.841463

Epoch 237:
G_Loss: 0.024296
D_Loss: 2.000000
Val_PSNR: 30.2979
Val_SSIM: 0.842866

Epoch 238:
G_Loss: 0.024295
D_Loss: 2.000000
Val_PSNR: 30.3021
Val_SSIM: 0.840891

Epoch 239:
G_Loss: 0.024288
D_Loss: 2.000000
Val_PSNR: 30.2919
Val_SSIM: 0.841577

Epoch 240:
G_Loss: 0.024279
D_Loss: 2.000000
Val_PSNR: 30.3101
Val_SSIM: 0.842047

Epoch 241:
G_Loss: 0.024273
D_Loss: 2.000000
Val_PSNR: 30.3035
Val_SSIM: 0.843685

Epoch 242:
G_Loss: 0.024263
D_Loss: 2.000000
Val_PSNR: 30.3089
Val_SSIM: 0.843411

Epoch 243:
G_Loss: 0.024274
D_Loss: 2.000000
Val_PSNR: 30.3052
Val_SSIM: 0.843526

Epoch 244:
G_Loss: 0.024264
D_Loss: 2.000000
Val_PSNR: 30.3013
Val_SSIM: 0.842045

Epoch 245:
G_Loss: 0.024280
D_Loss: 2.000000
Val_PSNR: 30.2890
Val_SSIM: 0.841334

Epoch 246:
G_Loss: 0.024273
D_Loss: 2.000000
Val_PSNR: 30.2945
Val_SSIM: 0.841812

Epoch 247:
G_Loss: 0.024256
D_Loss: 2.000000
Val_PSNR: 30.3104
Val_SSIM: 0.842905

Epoch 248:
G_Loss: 0.024235
D_Loss: 2.000000
Val_PSNR: 30.3197
Val_SSIM: 0.842556

Epoch 249:
G_Loss: 0.024236
D_Loss: 2.000000
Val_PSNR: 30.3132
Val_SSIM: 0.842670

Epoch 250:
G_Loss: 0.024238
D_Loss: 2.000000
Val_PSNR: 30.3081
Val_SSIM: 0.840919

Epoch 251:
G_Loss: 0.024234
D_Loss: 2.000000
Val_PSNR: 30.3213
Val_SSIM: 0.841759

Epoch 252:
G_Loss: 0.024228
D_Loss: 2.000000
Val_PSNR: 30.3273
Val_SSIM: 0.842529

Epoch 253:
G_Loss: 0.024226
D_Loss: 2.000000
Val_PSNR: 30.3110
Val_SSIM: 0.841926

Epoch 254:
G_Loss: 0.024224
D_Loss: 2.000000
Val_PSNR: 30.3188
Val_SSIM: 0.841797

Epoch 255:
G_Loss: 0.024220
D_Loss: 2.000000
Val_PSNR: 30.3181
Val_SSIM: 0.841868

Epoch 256:
G_Loss: 0.024225
D_Loss: 2.000000
Val_PSNR: 30.3200
Val_SSIM: 0.843016

Epoch 257:
G_Loss: 0.024221
D_Loss: 2.000000
Val_PSNR: 30.3305
Val_SSIM: 0.843301

Epoch 258:
G_Loss: 0.024219
D_Loss: 2.000000
Val_PSNR: 30.3169
Val_SSIM: 0.841756

Epoch 259:
G_Loss: 0.024216
D_Loss: 2.000000
Val_PSNR: 30.3271
Val_SSIM: 0.842804

Epoch 260:
G_Loss: 0.024213
D_Loss: 2.000000
Val_PSNR: 30.3060
Val_SSIM: 0.842412

Epoch 261:
G_Loss: 0.024211
D_Loss: 2.000000
Val_PSNR: 30.3230
Val_SSIM: 0.843247

Epoch 262:
G_Loss: 0.024213
D_Loss: 2.000000
Val_PSNR: 30.3322
Val_SSIM: 0.841938

Epoch 263:
G_Loss: 0.024212
D_Loss: 2.000000
Val_PSNR: 30.3319
Val_SSIM: 0.843974

Epoch 264:
G_Loss: 0.024215
D_Loss: 2.000000
Val_PSNR: 30.3360
Val_SSIM: 0.843463

Epoch 265:
G_Loss: 0.024213
D_Loss: 2.000000
Val_PSNR: 30.3239
Val_SSIM: 0.842502

Epoch 266:
G_Loss: 0.024211
D_Loss: 2.000000
Val_PSNR: 30.3283
Val_SSIM: 0.842930

Epoch 267:
G_Loss: 0.024202
D_Loss: 2.000000
Val_PSNR: 30.3202
Val_SSIM: 0.841937

Epoch 268:
G_Loss: 0.024204
D_Loss: 2.000000
Val_PSNR: 30.3267
Val_SSIM: 0.842292

Epoch 269:
G_Loss: 0.024191
D_Loss: 2.000000
Val_PSNR: 30.3273
Val_SSIM: 0.842356

Epoch 270:
G_Loss: 0.024183
D_Loss: 2.000000
Val_PSNR: 30.3271
Val_SSIM: 0.841728

Epoch 271:
G_Loss: 0.024189
D_Loss: 2.000000
Val_PSNR: 30.3334
Val_SSIM: 0.841970

Epoch 272:
G_Loss: 0.024183
D_Loss: 2.000000
Val_PSNR: 30.3354
Val_SSIM: 0.842014

Epoch 273:
G_Loss: 0.024187
D_Loss: 2.000000
Val_PSNR: 30.3250
Val_SSIM: 0.841992

Epoch 274:
G_Loss: 0.024177
D_Loss: 2.000000
Val_PSNR: 30.3355
Val_SSIM: 0.842552

Epoch 275:
G_Loss: 0.024182
D_Loss: 2.000000
Val_PSNR: 30.3364
Val_SSIM: 0.842898

Epoch 276:
G_Loss: 0.024187
D_Loss: 2.000000
Val_PSNR: 30.3378
Val_SSIM: 0.842433

Epoch 277:
G_Loss: 0.024187
D_Loss: 2.000000
Val_PSNR: 30.3312
Val_SSIM: 0.842648

Epoch 278:
G_Loss: 0.024178
D_Loss: 2.000000
Val_PSNR: 30.3325
Val_SSIM: 0.843135

Epoch 279:
G_Loss: 0.024189
D_Loss: 2.000000
Val_PSNR: 30.3399
Val_SSIM: 0.843028

Epoch 280:
G_Loss: 0.024179
D_Loss: 2.000000
Val_PSNR: 30.3432
Val_SSIM: 0.842931

Epoch 281:
G_Loss: 0.024175
D_Loss: 2.000000
Val_PSNR: 30.3379
Val_SSIM: 0.842208

Epoch 282:
G_Loss: 0.024180
D_Loss: 2.000000
Val_PSNR: 30.3258
Val_SSIM: 0.842072

Epoch 283:
G_Loss: 0.024176
D_Loss: 2.000000
Val_PSNR: 30.3391
Val_SSIM: 0.843603

Epoch 284:
G_Loss: 0.024173
D_Loss: 2.000000
Val_PSNR: 30.3410
Val_SSIM: 0.842377

Epoch 285:
G_Loss: 0.024179
D_Loss: 2.000000
Val_PSNR: 30.3332
Val_SSIM: 0.843101

Epoch 286:
G_Loss: 0.024171
D_Loss: 2.000000
Val_PSNR: 30.3267
Val_SSIM: 0.844113

Epoch 287:
G_Loss: 0.024174
D_Loss: 2.000000
Val_PSNR: 30.3358
Val_SSIM: 0.843223

Epoch 288:
G_Loss: 0.024167
D_Loss: 2.000000
Val_PSNR: 30.3330
Val_SSIM: 0.844565

Epoch 289:
G_Loss: 0.024172
D_Loss: 2.000000
Val_PSNR: 30.3350
Val_SSIM: 0.841423

Epoch 290:
G_Loss: 0.024165
D_Loss: 2.000000
Val_PSNR: 30.3356
Val_SSIM: 0.843394

Epoch 291:
G_Loss: 0.024165
D_Loss: 2.000000
Val_PSNR: 30.3383
Val_SSIM: 0.843191

Epoch 292:
G_Loss: 0.024167
D_Loss: 2.000000
Val_PSNR: 30.3381
Val_SSIM: 0.842462

Epoch 293:
G_Loss: 0.024161
D_Loss: 2.000000
Val_PSNR: 30.3411
Val_SSIM: 0.843201

Epoch 294:
G_Loss: 0.024168
D_Loss: 2.000000
Val_PSNR: 30.3413
Val_SSIM: 0.842558

Epoch 295:
G_Loss: 0.024169
D_Loss: 2.000000
Val_PSNR: 30.3338
Val_SSIM: 0.842802

Epoch 296:
G_Loss: 0.024164
D_Loss: 2.000000
Val_PSNR: 30.3378
Val_SSIM: 0.842036

Epoch 297:
G_Loss: 0.024162
D_Loss: 2.000000
Val_PSNR: 30.3388
Val_SSIM: 0.843152

Epoch 298:
G_Loss: 0.024157
D_Loss: 2.000000
Val_PSNR: 30.3406
Val_SSIM: 0.841910

Epoch 299:
G_Loss: 0.024160
D_Loss: 2.000000
Val_PSNR: 30.3414
Val_SSIM: 0.844247

Epoch 300:
G_Loss: 0.024160
D_Loss: 2.000000
Val_PSNR: 30.3390
Val_SSIM: 0.842509

Epoch 301:
G_Loss: 0.024158
D_Loss: 2.000000
Val_PSNR: 30.3407
Val_SSIM: 0.842328

Epoch 302:
G_Loss: 0.024155
D_Loss: 2.000000
Val_PSNR: 30.3414
Val_SSIM: 0.842660

Epoch 303:
G_Loss: 0.024161
D_Loss: 2.000000
Val_PSNR: 30.3367
Val_SSIM: 0.841332

Epoch 304:
G_Loss: 0.024161
D_Loss: 2.000000
Val_PSNR: 30.3386
Val_SSIM: 0.841716

Epoch 305:
G_Loss: 0.024161
D_Loss: 2.000000
Val_PSNR: 30.3382
Val_SSIM: 0.842723

Epoch 306:
G_Loss: 0.024156
D_Loss: 2.000000
Val_PSNR: 30.3341
Val_SSIM: 0.843096

Epoch 307:
G_Loss: 0.024152
D_Loss: 2.000000
Val_PSNR: 30.3391
Val_SSIM: 0.843464

Epoch 308:
G_Loss: 0.024155
D_Loss: 2.000000
Val_PSNR: 30.3420
Val_SSIM: 0.843860

Epoch 309:
G_Loss: 0.024162
D_Loss: 2.000000
Val_PSNR: 30.3392
Val_SSIM: 0.843129

Epoch 310:
G_Loss: 0.024154
D_Loss: 2.000000
Val_PSNR: 30.3389
Val_SSIM: 0.842606

Epoch 311:
G_Loss: 0.024158
D_Loss: 2.000000
Val_PSNR: 30.3425
Val_SSIM: 0.843547

Epoch 312:
G_Loss: 0.024155
D_Loss: 2.000000
Val_PSNR: 30.3382
Val_SSIM: 0.842386

Epoch 313:
G_Loss: 0.024160
D_Loss: 2.000000
Val_PSNR: 30.3402
Val_SSIM: 0.842675

Epoch 314:
G_Loss: 0.024149
D_Loss: 2.000000
Val_PSNR: 30.3474
Val_SSIM: 0.842112

Epoch 315:
G_Loss: 0.024154
D_Loss: 2.000000
Val_PSNR: 30.3394
Val_SSIM: 0.842837

Epoch 316:
G_Loss: 0.024147
D_Loss: 2.000000
Val_PSNR: 30.3445
Val_SSIM: 0.842063

Epoch 317:
G_Loss: 0.024147
D_Loss: 2.000000
Val_PSNR: 30.3422
Val_SSIM: 0.842324

Epoch 318:
G_Loss: 0.024150
D_Loss: 2.000000
Val_PSNR: 30.3441
Val_SSIM: 0.842627

Epoch 319:
G_Loss: 0.024149
D_Loss: 2.000000
Val_PSNR: 30.3392
Val_SSIM: 0.841250

Epoch 320:
G_Loss: 0.024154
D_Loss: 2.000000
Val_PSNR: 30.3460
Val_SSIM: 0.842203

Epoch 321:
G_Loss: 0.024151
D_Loss: 2.000000
Val_PSNR: 30.3428
Val_SSIM: 0.843568

Epoch 322:
G_Loss: 0.024146
D_Loss: 2.000000
Val_PSNR: 30.3446
Val_SSIM: 0.842959

Epoch 323:
G_Loss: 0.024144
D_Loss: 2.000000
Val_PSNR: 30.3388
Val_SSIM: 0.842754

Epoch 324:
G_Loss: 0.024149
D_Loss: 2.000000
Val_PSNR: 30.3434
Val_SSIM: 0.842071

Epoch 325:
G_Loss: 0.024150
D_Loss: 2.000000
Val_PSNR: 30.3463
Val_SSIM: 0.843384

Epoch 326:
G_Loss: 0.024153
D_Loss: 2.000000
Val_PSNR: 30.3447
Val_SSIM: 0.842540

Epoch 327:
G_Loss: 0.024149
D_Loss: 2.000000
Val_PSNR: 30.3460
Val_SSIM: 0.842792

Epoch 328:
G_Loss: 0.024150
D_Loss: 2.000000
Val_PSNR: 30.3449
Val_SSIM: 0.843099

Epoch 329:
G_Loss: 0.024144
D_Loss: 2.000000
Val_PSNR: 30.3475
Val_SSIM: 0.843280

Epoch 330:
G_Loss: 0.024146
D_Loss: 2.000000
Val_PSNR: 30.3454
Val_SSIM: 0.844573

Epoch 331:
G_Loss: 0.024140
D_Loss: 2.000000
Val_PSNR: 30.3436
Val_SSIM: 0.842996

Epoch 332:
G_Loss: 0.024148
D_Loss: 2.000000
Val_PSNR: 30.3460
Val_SSIM: 0.842361

Epoch 333:
G_Loss: 0.024140
D_Loss: 2.000000
Val_PSNR: 30.3410
Val_SSIM: 0.841303

Epoch 334:
G_Loss: 0.024149
D_Loss: 2.000000
Val_PSNR: 30.3435
Val_SSIM: 0.843407

Epoch 335:
G_Loss: 0.024148
D_Loss: 2.000000
Val_PSNR: 30.3477
Val_SSIM: 0.842674

Epoch 336:
G_Loss: 0.024144
D_Loss: 2.000000
Val_PSNR: 30.3452
Val_SSIM: 0.843413

Epoch 337:
G_Loss: 0.024146
D_Loss: 2.000000
Val_PSNR: 30.3449
Val_SSIM: 0.842197

Epoch 338:
G_Loss: 0.024139
D_Loss: 2.000000
Val_PSNR: 30.3424
Val_SSIM: 0.842484

Epoch 339:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3445
Val_SSIM: 0.841823

Epoch 340:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3395
Val_SSIM: 0.842274

Epoch 341:
G_Loss: 0.024141
D_Loss: 2.000000
Val_PSNR: 30.3473
Val_SSIM: 0.843035

Epoch 342:
G_Loss: 0.024139
D_Loss: 2.000000
Val_PSNR: 30.3457
Val_SSIM: 0.843464

Epoch 343:
G_Loss: 0.024144
D_Loss: 2.000000
Val_PSNR: 30.3436
Val_SSIM: 0.842250

Epoch 344:
G_Loss: 0.024148
D_Loss: 2.000000
Val_PSNR: 30.3444
Val_SSIM: 0.841869

Epoch 345:
G_Loss: 0.024141
D_Loss: 2.000000
Val_PSNR: 30.3490
Val_SSIM: 0.841952

Epoch 346:
G_Loss: 0.024145
D_Loss: 2.000000
Val_PSNR: 30.3544
Val_SSIM: 0.843626

Epoch 347:
G_Loss: 0.024147
D_Loss: 2.000000
Val_PSNR: 30.3481
Val_SSIM: 0.842994

Epoch 348:
G_Loss: 0.024139
D_Loss: 2.000000
Val_PSNR: 30.3413
Val_SSIM: 0.843692

Epoch 349:
G_Loss: 0.024141
D_Loss: 2.000000
Val_PSNR: 30.3477
Val_SSIM: 0.844162

Epoch 350:
G_Loss: 0.024139
D_Loss: 2.000000
Val_PSNR: 30.3463
Val_SSIM: 0.842986

Epoch 351:
G_Loss: 0.024138
D_Loss: 2.000000
Val_PSNR: 30.3504
Val_SSIM: 0.842249

Epoch 352:
G_Loss: 0.024140
D_Loss: 2.000000
Val_PSNR: 30.3484
Val_SSIM: 0.842128

Epoch 353:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3482
Val_SSIM: 0.843482

Epoch 354:
G_Loss: 0.024143
D_Loss: 2.000000
Val_PSNR: 30.3444
Val_SSIM: 0.842194

Epoch 355:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3443
Val_SSIM: 0.841997

Epoch 356:
G_Loss: 0.024141
D_Loss: 2.000000
Val_PSNR: 30.3466
Val_SSIM: 0.843318

Epoch 357:
G_Loss: 0.024140
D_Loss: 2.000000
Val_PSNR: 30.3441
Val_SSIM: 0.842367

Epoch 358:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3433
Val_SSIM: 0.843597

Epoch 359:
G_Loss: 0.024136
D_Loss: 2.000000
Val_PSNR: 30.3497
Val_SSIM: 0.843660

Epoch 360:
G_Loss: 0.024137
D_Loss: 2.000000
Val_PSNR: 30.3474
Val_SSIM: 0.842418

Epoch 361:
G_Loss: 0.024133
D_Loss: 2.000000
Val_PSNR: 30.3466
Val_SSIM: 0.844757

Epoch 362:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3451
Val_SSIM: 0.842285

Epoch 363:
G_Loss: 0.024143
D_Loss: 2.000000
Val_PSNR: 30.3438
Val_SSIM: 0.842298

Epoch 364:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3457
Val_SSIM: 0.842796

Epoch 365:
G_Loss: 0.024137
D_Loss: 2.000000
Val_PSNR: 30.3450
Val_SSIM: 0.841799

Epoch 366:
G_Loss: 0.024144
D_Loss: 2.000000
Val_PSNR: 30.3486
Val_SSIM: 0.842026

Epoch 367:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3502
Val_SSIM: 0.842687

Epoch 368:
G_Loss: 0.024137
D_Loss: 2.000000
Val_PSNR: 30.3496
Val_SSIM: 0.842031

Epoch 369:
G_Loss: 0.024131
D_Loss: 2.000000
Val_PSNR: 30.3463
Val_SSIM: 0.842160

Epoch 370:
G_Loss: 0.024133
D_Loss: 2.000000
Val_PSNR: 30.3476
Val_SSIM: 0.843428

Epoch 371:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3527
Val_SSIM: 0.843285

Epoch 372:
G_Loss: 0.024132
D_Loss: 2.000000
Val_PSNR: 30.3536
Val_SSIM: 0.843963

Epoch 373:
G_Loss: 0.024138
D_Loss: 2.000000
Val_PSNR: 30.3506
Val_SSIM: 0.842706

Epoch 374:
G_Loss: 0.024132
D_Loss: 2.000000
Val_PSNR: 30.3536
Val_SSIM: 0.842672

Epoch 375:
G_Loss: 0.024134
D_Loss: 2.000000
Val_PSNR: 30.3492
Val_SSIM: 0.841912

Epoch 376:
G_Loss: 0.024142
D_Loss: 2.000000
Val_PSNR: 30.3519
Val_SSIM: 0.842802

Epoch 377:
G_Loss: 0.024133
D_Loss: 2.000000
Val_PSNR: 30.3488
Val_SSIM: 0.841483

Epoch 378:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3490
Val_SSIM: 0.842486

Epoch 379:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3461
Val_SSIM: 0.842976

Epoch 380:
G_Loss: 0.024128
D_Loss: 2.000000
Val_PSNR: 30.3458
Val_SSIM: 0.842388

Epoch 381:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3484
Val_SSIM: 0.843274

Epoch 382:
G_Loss: 0.024134
D_Loss: 2.000000
Val_PSNR: 30.3505
Val_SSIM: 0.842073

Epoch 383:
G_Loss: 0.024135
D_Loss: 2.000000
Val_PSNR: 30.3511
Val_SSIM: 0.843241

Epoch 384:
G_Loss: 0.024138
D_Loss: 2.000000
Val_PSNR: 30.3456
Val_SSIM: 0.842803

Epoch 385:
G_Loss: 0.024141
D_Loss: 2.000000
Val_PSNR: 30.3476
Val_SSIM: 0.843741

Epoch 386:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3495
Val_SSIM: 0.841889

Epoch 387:
G_Loss: 0.024133
D_Loss: 2.000000
Val_PSNR: 30.3518
Val_SSIM: 0.842810

Epoch 388:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3499
Val_SSIM: 0.842765

Epoch 389:
G_Loss: 0.024127
D_Loss: 2.000000
Val_PSNR: 30.3478
Val_SSIM: 0.842141

Epoch 390:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3504
Val_SSIM: 0.842606

Epoch 391:
G_Loss: 0.024138
D_Loss: 2.000000
Val_PSNR: 30.3489
Val_SSIM: 0.842489

Epoch 392:
G_Loss: 0.024129
D_Loss: 2.000000
Val_PSNR: 30.3439
Val_SSIM: 0.842297

Epoch 393:
G_Loss: 0.024132
D_Loss: 2.000000
Val_PSNR: 30.3516
Val_SSIM: 0.843272

Epoch 394:
G_Loss: 0.024126
D_Loss: 2.000000
Val_PSNR: 30.3507
Val_SSIM: 0.843368

Epoch 395:
G_Loss: 0.024128
D_Loss: 2.000000
Val_PSNR: 30.3495
Val_SSIM: 0.842462

Epoch 396:
G_Loss: 0.024126
D_Loss: 2.000000
Val_PSNR: 30.3542
Val_SSIM: 0.843518

Epoch 397:
G_Loss: 0.024127
D_Loss: 2.000000
Val_PSNR: 30.3503
Val_SSIM: 0.843827

Epoch 398:
G_Loss: 0.024128
D_Loss: 2.000000
Val_PSNR: 30.3533
Val_SSIM: 0.841937

Epoch 399:
G_Loss: 0.024131
D_Loss: 2.000000
Val_PSNR: 30.3516
Val_SSIM: 0.843087

Epoch 400:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3508
Val_SSIM: 0.842399

Epoch 401:
G_Loss: 0.024136
D_Loss: 2.000000
Val_PSNR: 30.3521
Val_SSIM: 0.843561

Epoch 402:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3540
Val_SSIM: 0.842986

Epoch 403:
G_Loss: 0.024119
D_Loss: 2.000000
Val_PSNR: 30.3488
Val_SSIM: 0.843767

Epoch 404:
G_Loss: 0.024127
D_Loss: 2.000000
Val_PSNR: 30.3536
Val_SSIM: 0.843385

Epoch 405:
G_Loss: 0.024125
D_Loss: 2.000000
Val_PSNR: 30.3493
Val_SSIM: 0.843491

Epoch 406:
G_Loss: 0.024124
D_Loss: 2.000000
Val_PSNR: 30.3456
Val_SSIM: 0.843112

Epoch 407:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3496
Val_SSIM: 0.842655

Epoch 408:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3530
Val_SSIM: 0.844693

Epoch 409:
G_Loss: 0.024124
D_Loss: 2.000000
Val_PSNR: 30.3531
Val_SSIM: 0.844260

Epoch 410:
G_Loss: 0.024125
D_Loss: 2.000000
Val_PSNR: 30.3529
Val_SSIM: 0.842238

Epoch 411:
G_Loss: 0.024120
D_Loss: 2.000000
Val_PSNR: 30.3544
Val_SSIM: 0.843315

Epoch 412:
G_Loss: 0.024128
D_Loss: 2.000000
Val_PSNR: 30.3531
Val_SSIM: 0.844702

Epoch 413:
G_Loss: 0.024126
D_Loss: 2.000000
Val_PSNR: 30.3502
Val_SSIM: 0.843835

Epoch 414:
G_Loss: 0.024117
D_Loss: 2.000000
Val_PSNR: 30.3506
Val_SSIM: 0.842536

Epoch 415:
G_Loss: 0.024122
D_Loss: 2.000000
Val_PSNR: 30.3539
Val_SSIM: 0.843980

Epoch 416:
G_Loss: 0.024131
D_Loss: 2.000000
Val_PSNR: 30.3556
Val_SSIM: 0.842643

Epoch 417:
G_Loss: 0.024130
D_Loss: 2.000000
Val_PSNR: 30.3529
Val_SSIM: 0.843735

Epoch 418:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3527
Val_SSIM: 0.843582

Epoch 419:
G_Loss: 0.024124
D_Loss: 2.000000
Val_PSNR: 30.3547
Val_SSIM: 0.843154

Epoch 420:
G_Loss: 0.024119
D_Loss: 2.000000
Val_PSNR: 30.3546
Val_SSIM: 0.843913

Epoch 421:
G_Loss: 0.024121
D_Loss: 2.000000
Val_PSNR: 30.3568
Val_SSIM: 0.844503

Epoch 422:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3528
Val_SSIM: 0.843282

Epoch 423:
G_Loss: 0.024119
D_Loss: 2.000000
Val_PSNR: 30.3586
Val_SSIM: 0.844005

Epoch 424:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3538
Val_SSIM: 0.844133

Epoch 425:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3522
Val_SSIM: 0.843545

Epoch 426:
G_Loss: 0.024123
D_Loss: 2.000000
Val_PSNR: 30.3541
Val_SSIM: 0.843521

Epoch 427:
G_Loss: 0.024118
D_Loss: 2.000000
Val_PSNR: 30.3539
Val_SSIM: 0.843097

Epoch 428:
G_Loss: 0.024120
D_Loss: 2.000000
Val_PSNR: 30.3571
Val_SSIM: 0.844214

Epoch 429:
G_Loss: 0.024125
D_Loss: 2.000000
Val_PSNR: 30.3543
Val_SSIM: 0.843198

Epoch 430:
G_Loss: 0.024124
D_Loss: 2.000000
Val_PSNR: 30.3555
Val_SSIM: 0.843002

Epoch 431:
G_Loss: 0.024119
D_Loss: 2.000000
Val_PSNR: 30.3530
Val_SSIM: 0.842474

Epoch 432:
G_Loss: 0.024115
D_Loss: 2.000000
Val_PSNR: 30.3506
Val_SSIM: 0.845238

Epoch 433:
G_Loss: 0.024121
D_Loss: 2.000000
Val_PSNR: 30.3545
Val_SSIM: 0.843079

Epoch 434:
G_Loss: 0.024121
D_Loss: 2.000000
Val_PSNR: 30.3575
Val_SSIM: 0.842908

Epoch 435:
G_Loss: 0.024120
D_Loss: 2.000000
Val_PSNR: 30.3569
Val_SSIM: 0.843178

Epoch 436:
G_Loss: 0.024118
D_Loss: 2.000000
Val_PSNR: 30.3520
Val_SSIM: 0.843042

Epoch 437:
G_Loss: 0.024118
D_Loss: 2.000000
Val_PSNR: 30.3540
Val_SSIM: 0.844943

Epoch 438:
G_Loss: 0.024120
D_Loss: 2.000000
Val_PSNR: 30.3533
Val_SSIM: 0.843927

Epoch 439:
G_Loss: 0.024121
D_Loss: 2.000000
Val_PSNR: 30.3551
Val_SSIM: 0.842421

Epoch 440:
G_Loss: 0.024115
D_Loss: 2.000000
Val_PSNR: 30.3588
Val_SSIM: 0.843690

Epoch 441:
G_Loss: 0.024115
D_Loss: 2.000000
Val_PSNR: 30.3586
Val_SSIM: 0.843546

Epoch 442:
G_Loss: 0.024114
D_Loss: 2.000000
Val_PSNR: 30.3572
Val_SSIM: 0.844074

Epoch 443:
G_Loss: 0.024114
D_Loss: 2.000000
Val_PSNR: 30.3554
Val_SSIM: 0.842192

Epoch 444:
G_Loss: 0.024114
D_Loss: 2.000000
Val_PSNR: 30.3578
Val_SSIM: 0.843770

Epoch 445:
G_Loss: 0.024113
D_Loss: 2.000000
Val_PSNR: 30.3553
Val_SSIM: 0.842504

Epoch 446:
G_Loss: 0.024115
D_Loss: 2.000000
Val_PSNR: 30.3574
Val_SSIM: 0.843898

Epoch 447:
G_Loss: 0.024112
D_Loss: 2.000000
Val_PSNR: 30.3588
Val_SSIM: 0.842705

Epoch 448:
G_Loss: 0.024113
D_Loss: 2.000000
Val_PSNR: 30.3569
Val_SSIM: 0.843658

Epoch 449:
G_Loss: 0.024115
D_Loss: 2.000000
Val_PSNR: 30.3546
Val_SSIM: 0.843111

Epoch 450:
G_Loss: 0.024122
D_Loss: 2.000000
Val_PSNR: 30.3561
Val_SSIM: 0.842973

Epoch 451:
G_Loss: 0.024110
D_Loss: 2.000000
Val_PSNR: 30.3477
Val_SSIM: 0.845108

Epoch 452:
G_Loss: 0.024110
D_Loss: 2.000000
Val_PSNR: 30.3546
Val_SSIM: 0.843250

Epoch 453:
G_Loss: 0.024110
D_Loss: 2.000000
Val_PSNR: 30.3544
Val_SSIM: 0.843407

Epoch 454:
G_Loss: 0.024113
D_Loss: 2.000000
Val_PSNR: 30.3527
Val_SSIM: 0.844493

Epoch 455:
G_Loss: 0.024112
D_Loss: 2.000000
Val_PSNR: 30.3495
Val_SSIM: 0.842771

Epoch 456:
G_Loss: 0.024114
D_Loss: 2.000000
Val_PSNR: 30.3534
Val_SSIM: 0.844399

Epoch 457:
G_Loss: 0.024114
D_Loss: 2.000000
Val_PSNR: 30.3535
Val_SSIM: 0.842740

Epoch 458:
G_Loss: 0.024113
D_Loss: 2.000000
Val_PSNR: 30.3559
Val_SSIM: 0.844413

Epoch 459:
G_Loss: 0.024108
D_Loss: 2.000000
Val_PSNR: 30.3509
Val_SSIM: 0.842406

Epoch 460:
G_Loss: 0.024107
D_Loss: 2.000000
Val_PSNR: 30.3553
Val_SSIM: 0.841369

Epoch 461:
G_Loss: 0.024112
D_Loss: 2.000000
Val_PSNR: 30.3553
Val_SSIM: 0.843803

Epoch 462:
G_Loss: 0.024111
